,weekly_simple_returns,cumulative_returns
2016-07-01,,1.0
2016-07-08,-0.04067094360756717,0.9593290563924328
2016-07-15,0.008449886079099824,0.9674352776313192
2016-07-22,0.04628375676969948,1.0122118167116338
2016-07-29,-0.04400009078436107,0.9676744048833189
2016-08-05,-0.08825966417926746,0.8822677868734446
2016-08-12,0.05398332016274135,0.929895531281507
2016-08-19,-0.033483310934600226,0.8987595500709131
2016-08-26,0.02626141428987502,0.922362246962307
2016-09-02,0.05472118857049915,0.9728350054086408
2016-09-09,0.02784403357997899,0.999922655967018
2016-09-16,0.017245862077203952,1.0171671841796968
2016-09-23,0.018519738995597685,1.0360048549455918
2016-09-30,0.014282054497255597,1.050801132743346
2016-10-07,-0.0500692340733677,0.9981883248634594
2016-10-14,0.022757798985122164,1.0209048941099979
2016-10-21,-0.000775848155043751,1.0201128269314275
2016-10-28,-0.029549702150203708,0.9899687967360015
2016-11-04,-0.002635285231264517,0.9873599465865504
2016-11-11,0.004418093698322843,0.9917221953445409
2016-11-18,-0.02003259426871671,0.9718554269779226
2016-11-25,-0.019928308412383584,0.9524879922968579
2016-12-02,-0.04049166358512911,0.9139201689438985
2016-12-09,0.023897273901339493,0.9357603695451092
2016-12-16,-0.0076276931232137895,0.928622676609354
2016-12-23,0.055905286963182345,0.9805375938257185
2016-12-30,0.0833812932826314,1.0622960865111464
2017-01-06,0.04958940465873286,1.114974717012536
2017-01-13,-0.05335529545285304,1.055484911563871
2017-01-20,0.07299028565041303,1.1325250567586187
2017-01-27,0.01189877272694064,1.146000715016555
2017-02-03,0.08703822404095496,1.2457465820012603
2017-02-10,-0.02732264209446009,1.2117094940008428
2017-02-17,0.07935184923198033,1.3078608830817569
2017-02-24,0.04533199371434279,1.367148824412854
2017-03-03,0.26419893716413334,1.7283480907679245
2017-03-10,-0.043029020147654785,1.6539789659481108
2017-03-17,0.6044060244184469,2.653653817228542
2017-03-24,0.03231032983143645,2.7393942473216466
2017-03-31,0.10276476974588689,3.0209074663908626
2017-04-07,0.07481676877855943,3.2469220018052516
2017-04-14,0.0471817603848243,3.400117497682641
2017-04-21,0.03462583628981448,3.5178494095235338
2017-04-28,0.26761174766468127,4.4592672380272935
2017-05-05,0.44107676240936716,6.426146394094533
2017-05-12,0.28431828012816107,8.253217284715275
2017-05-19,0.36266325480910566,11.246355927836886
2017-05-26,0.03189023138771952,11.605004820644256
2017-06-02,0.22077825454040784,14.167137528879113
2017-06-09,0.11587441436315438,15.808746293240246
2017-06-16,0.03871457549368252,16.42077519507037
2017-06-23,0.07650426142349506,17.677034473370476
2017-06-30,-0.13843548605617134,15.229905614017737
2017-07-07,-0.0627263978554271,14.274588495172257
2017-07-14,-0.16773411925449022,11.88025296621426
2017-07-21,0.10064581231823623,13.07595067654503
2017-07-28,-0.04014755504967991,12.550983226931539
2017-08-04,0.09080678764316512,13.690697695532437
2017-08-11,0.2329501826357652,16.87994822411777
2017-08-18,-0.007453553571857747,16.75413262573912
2017-08-25,0.1812113858319167,19.790172217261034
2017-09-01,0.19099871648108133,23.570069709697446
2017-09-08,-0.18010814507351153,19.324908175030476
2017-09-15,-0.16351239189571043,16.165046216166274
2017-09-22,0.012817864002902198,16.372247580165723
2017-09-29,0.10824903085927301,18.14452751370674
2017-10-06,0.058343707711445585,19.203146523528726
2017-10-13,0.14921885252634767,22.068618012665002
2017-10-20,-0.05179685511602306,20.925533002852138
2017-10-27,-0.03354714735682837,20.223541063685282
2017-11-03,0.0790475341892934,21.82216211734552
2017-11-10,-0.004466064030415337,21.72470294404735
2017-11-17,0.1340754664673188,24.637452625134433
2017-11-24,0.21201867730754362,29.861052742942704
2017-12-01,0.1788037476491693,35.20032088213036
2017-12-08,0.240234949840384,43.65666820361437
2017-12-15,0.5393759362251368,67.20402448840903
2017-12-22,0.044944811603251894,70.2244967080209
2017-12-29,0.24688634795342587,87.56196623713154
2018-01-05,0.2758354852750275,111.7146636857863
2018-01-12,-0.0998413650636938,100.56091916576594
2018-01-19,-0.19770165813838475,80.67985870277393
2018-01-26,-0.06441701495653977,75.48270303802583
2018-02-02,-0.21680952461330874,59.1173340758239
2018-02-09,0.018433456848702855,60.20707090252095
2018-02-16,0.14584514147832858,68.98797967629487
2018-02-23,-0.07191437380874664,64.02675231754358
2018-03-02,-0.0029766816582449647,63.83616505828296
2018-03-09,-0.13034983639697326,55.51513138672559
2018-03-16,-0.1547842006310314,46.92226615210459
2018-03-23,-0.027707398744120162,45.6221722138505
2018-03-30,-0.23769603766204048,34.777962649082994
2018-04-06,-0.04568547662987981,33.18911484924348
2018-04-13,0.26651459746840983,42.03449843362243
2018-04-20,0.2709664392589522,53.4244368002171
2018-04-27,-0.011631028263938437,52.803055665808785
2018-05-04,0.12759221455095407,59.540314473266626
2018-05-11,-0.1713975241189577,49.335251987284586
2018-05-18,-0.0013970245562155278,49.26632942877127
2018-05-25,-0.12228829904170432,43.24163380289857
2018-06-01,0.00039472763891506706,43.25870247091242
2018-06-08,0.031479596147159984,44.62046895454689
2018-06-15,-0.18180925049425747,36.50805493721843
2018-06-22,-0.07486719053508172,33.77479943216847
2018-06-29,-0.035308033197819846,32.58227769256776
