,weekly_simple_returns,cumulative_returns
2016-01-01,,1.0
2016-01-08,0.0036766872206541058,1.0036766872206542
2016-01-15,-0.049413343834674814,0.9540816659761726
2016-01-22,0.09050714825272978,1.0404328767638895
2016-01-29,0.21396323140360102,1.263047257134836
2016-02-05,0.009585210865392359,1.2751538314274289
2016-02-12,0.23108174307116616,1.5698186014775553
2016-02-19,0.005877484385029742,1.579045185795069
2016-02-26,0.07419432427813742,1.6962013763597799
2016-03-04,0.1451982832102119,1.9424869041860184
2016-03-11,0.08849700681710226,2.1143911809879006
2016-03-18,-0.09786289187918731,1.9074707454525746
2016-03-25,0.08409859399457335,2.0678863532309166
2016-04-01,-0.03297336963617117,1.9997011721402396
2016-04-08,-0.06022305268994775,1.8792730630862877
2016-04-15,-0.07020049826709636,1.7473471576776978
2016-04-22,0.021803408424633845,1.7854452814161679
2016-04-29,-0.026803167430551323,1.7375896926002825
2016-05-06,0.041960993140772083,1.8105006817729592
2016-05-13,0.008736332403217091,1.8263178175451789
2016-05-20,0.06791433928518421,1.9503509854485193
2016-05-27,-0.007913061952666403,1.9349177372712212
2016-06-03,0.10599470857888363,2.140008778957397
2016-06-10,-0.0009377789215866024,2.1380019238324803
2016-06-17,0.1819224686677216,2.526952511832423
2016-06-24,0.017190382764506296,2.5703917927385533
2016-07-01,0.03843316632156003,2.669180088020447
2016-07-08,-0.04763913837107896,2.542022648469912
2016-07-15,0.006549818904352748,2.5586724364681532
2016-07-22,-0.003302879155806971,2.550221450611205
2016-07-29,-0.03645031173396167,2.457265083745791
2016-08-05,-0.057386246932916406,2.3162518628703213
2016-08-12,0.09229169926152554,2.530022683212297
2016-08-19,-0.014999615971085182,2.492073314565978
2016-08-26,0.02615273655415227,2.5572478514354553
2016-09-02,0.09524321495453483,2.8008083582417447
2016-09-09,0.037683187823626056,2.90635174566335
2016-09-16,0.0004992248727248732,2.9078026687436727
2016-09-23,0.01904117138443414,2.9631706377113356
2016-09-30,0.0005986565254841409,2.9649445591497243
2016-10-07,-0.07010007194313887,2.7571017322459106
2016-10-14,0.029851741064872737,2.8394060192464274
2016-10-21,-0.011924212150859278,2.8055483394905063
2016-10-28,-0.05723352982071539,2.644976904938818
2016-11-04,-0.01875483962312194,2.595370787279829
2016-11-11,0.06002707439581542,2.751163302612601
2016-11-18,-0.030165320110565327,2.6681735809128515
2016-11-25,-0.008839021928378064,2.6445895361224436
2016-12-02,-0.01993032420580072,2.591882009276255
2016-12-09,0.0048060068624666726,2.6043386119995406
2016-12-16,0.03149672885297222,2.686366759103016
2016-12-23,0.06931221183199342,2.8725647809683896
2016-12-30,0.09493939231355418,3.1452843356548463
2017-01-06,0.018221881903899863,3.2025973353733352
2017-01-13,-0.03926186964194042,3.0768573762762816
2017-01-20,0.07408384915336749,3.30480281400676
2017-01-27,0.019668463510715647,3.369803207564162
2017-02-03,0.09511001687369244,3.6903052474966125
2017-02-10,-0.039023718241836994,3.546295815291932
2017-02-17,0.07738368680446203,3.820721259978457
2017-02-24,0.022839044269881315,3.907982881977982
2017-03-03,0.24795415786591432,4.876983486433241
2017-03-10,-0.03107523689761923,4.725430069246551
2017-03-17,0.48529453562334324,7.0186554603221385
2017-03-24,0.09021377224022109,7.651834845452223
2017-03-31,0.20470647290649913,9.218214967927794
2017-04-07,0.15392091355845489,10.637091037169464
2017-04-14,0.06552075468905316,11.334041269620972
2017-04-21,0.06119169768784854,12.027590496573218
2017-04-28,0.25222822318267174,15.06128827669267
2017-05-05,0.49202596582139513,22.47183318754684
2017-05-12,0.2842231688938566,28.858848826965534
2017-05-19,0.3137896156636558,37.914455908874594
2017-05-26,0.0062598690683871834,38.15179543866329
