date,weekly_simple_returns,cumulative_returns
2017-07-02,,1.0
2017-07-09,0.06624833628270124,1.0662483362827013
2017-07-16,-0.16122060631257926,0.8943471330274253
2017-07-23,0.08143065297032247,0.9671744040519843
2017-07-30,0.00027146295844182513,0.9674369560770374
2017-08-06,0.07756265883834035,1.042473938648843
2017-08-13,0.1530890706867675,1.202065305131769
2017-08-20,0.013003480094683072,1.2176963373995588
2017-08-27,0.21520580732786174,1.4797516607698113
2017-09-03,0.17650322267723048,1.740932597657667
2017-09-10,-0.0958483072091861,1.5740671552068886
2017-09-17,-0.1705732356022257,1.3055734274880588
2017-09-24,0.037635742964723023,1.3547096534265717
2017-10-01,0.06901250575744776,1.448201561183343
2017-10-08,0.0008484534575566681,1.4494302928051679
2017-10-15,0.07213333369038047,1.5539825317770288
2017-10-22,0.021789740562770915,1.5878434079835282
2017-10-29,-0.03786074956223772,1.5277264663698138
2017-11-05,0.009127717499656754,1.5416711219715862
2017-11-12,0.09337410127684441,1.6856232774501472
2017-11-19,0.11334695759815003,1.8766835476057437
2017-11-26,0.16368972537691734,2.1838773621327072
2017-12-03,0.23836098977847595,2.7044285317254664
2017-12-10,0.19214881114842908,3.224081258932406
2017-12-17,0.8417863197801363,5.938068756561225
2017-12-24,0.3193746440212267,7.834537351861534
2017-12-31,0.013620078060158778,7.941244362159117
2018-01-07,0.5289851950463836,12.14204505998685
2018-01-14,-0.05193219745967868,11.511481978367296
2018-01-21,-0.18720105720975586,9.356520381965886
2018-01-28,-0.029504162438705708,9.080464084755304
2018-02-04,-0.15197230973060724,7.700484984369216
2018-02-11,-0.10365073504246688,6.902324055555868
2018-02-18,0.233742143467872,8.51568807521135
2018-02-25,-0.06513376746289343,7.961029228334
2018-03-04,-0.008147953164365436,7.89616313504139
2018-03-11,-0.10108808918657862,7.097955091814551
2018-03-18,-0.11939872161598522,6.250468327764221
2018-03-25,-0.025228172072146556,6.092780437259883
2018-04-01,-0.15699495379548636,5.136244654026225
2018-04-08,-0.008532577450886146,5.092419248709047
2018-04-15,0.14811645304046978,5.846690325222844
2018-04-22,0.18177993230845946,6.909501296770378
2018-04-29,0.08167982022979903,7.473868120568145
2018-05-06,0.0491617462928191,7.841296528937505
2018-05-13,-0.07987352866160972,7.214984505889235
2018-05-20,-0.06061264366323614,6.777665220998001
2018-05-27,-0.10904625669453841,6.038586199519408
2018-06-03,-0.015042640957307285,5.947749915430287
2018-06-10,0.02319586338486653,6.08571310991596
2018-06-17,-0.14342068285345344,5.2128959800415995
2018-06-24,0.0001945803006429079,5.213910306908616
2018-07-01,-0.0999370095507788,4.692847702770186
