date,weekly_simple_returns,cumulative_returns
2017-07-02,,1.0
2017-07-09,0.06624833628270124,1.0662483362827013
2017-07-16,-0.15372115046666393,0.9023434153461581
2017-07-23,0.08281163756570709,0.9770679512176065
2017-07-30,0.0002747135319180588,0.9773363650054094
2017-08-06,0.07871035808757032,1.0542628602669895
2017-08-13,0.15308907068676747,1.2156589818048364
2017-08-20,0.012862751453252889,1.2312957011397065
2017-08-27,0.2152058073278617,1.4962776865628027
2017-09-03,0.17650322267723048,1.7603755202611684
2017-09-10,-0.0958483072091861,1.591646506591645
2017-09-17,-0.1705732356022257,1.3201542120273289
2017-09-24,0.037635742964723023,1.3698391966249857
2017-10-01,0.06901250575744775,1.464375232068845
2017-10-08,0.0008484534575566669,1.465617686297654
2017-10-15,0.07213333369038047,1.571337575925886
2017-10-22,0.02178974056277092,1.6055766140418446
2017-10-29,-0.03786074956223772,1.5447882799546206
2017-11-05,0.009127717499656757,1.558888670970827
2017-11-12,0.09043541709776817,1.6998674181390592
2017-11-19,0.11256843601232933,1.8912188348272894
2017-11-26,0.16368972537691734,2.200791926527822
2017-12-03,0.23836098977847595,2.725374868431473
2017-12-10,0.19214881114842908,3.2490524093343867
2017-12-17,0.8417863197801364,5.984060279760766
2017-12-24,0.3019548334343252,7.790976204796889
2017-12-31,0.012899316732453148,7.89147447451757
2018-01-07,0.5144956890130673,11.951604071613518
2018-01-14,-0.04878901226014572,11.368497114035158
2018-01-21,-0.17770022215959133,9.348312651250437
2018-01-28,-0.02852961256814841,9.081608913144342
2018-02-04,-0.13634316608679972,7.843393600764141
2018-02-11,-0.08851459957056243,7.149138756918192
2018-02-18,0.22297769428898376,8.743237233087822
2018-02-25,-0.06127487728066621,8.207496444594614
2018-03-04,-0.00795841882816248,8.142177750357876
2018-03-11,-0.09216391662903331,7.391762758995122
2018-03-18,-0.10888615141237176,6.586902160014848
2018-03-25,-0.023096565216517297,6.434767344701246
2018-04-01,-0.13476474234321673,5.567587581454037
2018-04-08,-0.007547352860665436,5.525567033394145
2018-04-15,0.13375018279933804,6.264612634180607
2018-04-22,0.16421784880223053,7.293373844545021
2018-04-29,0.07622842778737907,7.849336265980281
2018-05-06,0.04571670814488986,8.208182081183201
2018-05-13,-0.07262209298980263,7.6120867188062835
2018-05-20,-0.05524629743863648,7.191547111810417
2018-05-27,-0.09717786516076234,6.492687916281635
2018-06-03,-0.013679370001775088,6.403872035968764
2018-06-10,0.021093689509226684,6.538953324352308
2018-06-17,-0.13042288200773627,5.686124186476213
2018-06-24,0.00017694605190041093,5.687130323701624
2018-07-01,-0.09250037717894073,5.161068623693432
