date,weekly_simple_returns,cumulative_returns
2017-07-02,,1.0
2017-07-09,0.06147854853714811,1.061478548537148
2017-07-16,-0.1589300889360274,0.8927776684144538
2017-07-23,0.075523741498296,0.9602035782592385
2017-07-30,0.00025755921916652453,0.9604508875430958
2017-08-06,0.07053871724571019,1.0281998611278895
2017-08-13,0.14154085587255572,1.173732149479974
2017-08-20,0.012142064625230726,1.1879836810916709
2017-08-27,0.19991982694553403,1.425485173029636
2017-09-03,0.16396627103655576,1.659216661269205
2017-09-10,-0.08832994528581462,1.5126581443619842
2017-09-17,-0.15916075178851066,1.2719023369063174
2017-09-24,0.034962491551220845,1.3163712116143824
2017-10-01,0.06411057572943288,1.4007645278646317
2017-10-08,0.0007970384740619381,1.401880991086441
2017-10-15,0.0691200843769941,1.49877912347684
2017-10-22,0.02090969490917924,1.5301181376849877
2017-10-29,-0.036291342283216725,1.4745880966165037
2017-11-05,0.008946941847420141,1.4877811505658296
2017-11-12,0.09454514829614333,1.6284436400782827
2017-11-19,0.11165369983414526,1.8102653974644063
2017-11-26,0.1636897253769173,2.1065872432346913
2017-12-03,0.23836098977847595,2.6087154635868233
2017-12-10,0.19214881114842908,3.1099770385395544
2017-12-17,0.8417863197801363,5.727913164412493
2017-12-24,0.33679445460812796,7.657042554663515
2017-12-31,0.014340839387864401,7.766850972125987
2018-01-07,0.5434747010797003,11.987937982532737
2018-01-14,-0.05507538265921163,11.327697710849849
2018-01-21,-0.19670189225992044,9.099518136177315
2018-01-28,-0.030478712309263,8.822176540751846
2018-02-04,-0.16760145337441468,7.34356693059617
2018-02-11,-0.11878687051437137,6.4712475964978236
2018-02-18,0.2445065926467601,8.05351029649104
2018-02-25,-0.06899265764512064,7.49787721776378
2018-03-04,-0.008337487500568393,7.435363760179878
2018-03-11,-0.11001226174412392,6.617382576032195
2018-03-18,-0.1299112918195987,5.757709857115349
2018-03-25,-0.027359778927775823,5.600180188294397
2018-04-01,-0.179225165247756,4.596486968630124
2018-04-08,-0.009517802041106862,4.552738515578175
2018-04-15,0.16248272328160154,5.292479867978353
2018-04-22,0.19934201581468838,6.347493473519814
2018-04-29,0.08713121267221899,6.90055827729659
2018-05-06,0.05260678444074835,7.263574459111154
2018-05-13,-0.08712496433341685,6.630735793427976
2018-05-20,-0.06597898988783579,6.193246543564481
2018-05-27,-0.12091464822831446,5.444392316358157
2018-06-03,-0.01640591191283949,5.355072095597045
2018-06-10,0.025298037260506386,5.490544909004156
2018-06-17,-0.1564184836991706,4.631722199655525
2018-06-24,0.00021221454938540225,4.632705118495004
2018-07-01,-0.10737364192261689,4.135274697968646
