,10,15,20,25,30
2016-01-01,,,,,
2016-01-08,-0.012189306862427142,0.0036766872206541058,0.014064000742653484,0.016003879912993173,0.017089364406163998
2016-01-15,-0.04673601375871325,-0.049413343834674814,-0.05574049057181797,-0.0934658178612938,-0.10793652237650024
2016-01-22,0.05890194489985804,0.09050714825272978,0.08202710864282892,0.06113553574889014,0.057468170929961045
2016-01-29,0.20681106644444602,0.21396323140360102,0.2308181304655678,0.2165047556571911,0.2019221616196215
2016-02-05,0.00672199430297086,0.009585210865392359,0.01855262185270963,0.023869989608256627,0.02352249706046715
2016-02-12,0.2549733934229011,0.23108174307116616,0.2740776415421452,0.30413422901630144,0.27669077707747053
2016-02-19,0.005336984846495875,0.005877484385029742,0.006372927570976376,0.002725091828422958,-0.0028402647860070957
2016-02-26,0.06434693188504835,0.07419432427813742,0.07529332050086657,0.078325039785816,0.08380392979789673
2016-03-04,0.11120458334509735,0.1451982832102119,0.15564588829118894,0.18363483775048314,0.21778534496105026
2016-03-11,0.1400677987622007,0.08849700681710226,0.07147947877519842,0.06620759225383392,0.06201814658650354
2016-03-18,-0.1313537032077364,-0.09786289187918731,-0.07204828593218941,-0.05984260970905509,-0.05147500150501215
2016-03-25,0.1242341863657905,0.08409859399457335,0.04489796852775625,0.028360898066903763,0.022188102478117644
2016-04-01,-0.04114642534687225,-0.03297336963617117,-0.017666641328178034,-0.011436439368449415,-0.00039607383392372374
2016-04-08,-0.06332348713322983,-0.06022305268994775,-0.06366966366485201,-0.07107247383735985,-0.07292423291708848
2016-04-15,-0.11021611750462437,-0.07020049826709636,-0.053648825250540114,-0.05470040732129576,-0.0567599474735516
2016-04-22,0.0209635380192388,0.021803408424633845,0.02745188582940076,0.027994235729038638,0.021028724047903062
2016-04-29,-0.05555923105571973,-0.026803167430551323,-0.0070918884885821385,-0.013466650340785518,-0.013277021982145172
2016-05-06,0.030792736791834117,0.041960993140772083,0.04755568383997933,0.05751609893312364,0.07233679346165106
2016-05-13,-0.008682706844981592,0.008736332403217091,0.016741852153938423,0.02219772928467567,0.029309509156227997
2016-05-20,0.06142884736660842,0.06791433928518421,0.06551831543840836,0.07347914136405512,0.08571372663918263
2016-05-27,0.006809085324571461,-0.007913061952666403,-0.005056211836578394,-0.014139505617039576,-0.021513925891398975
2016-06-03,0.08928223153150669,0.10599470857888363,0.11973698105059145,0.13473038495398745,0.15056991675016917
2016-06-10,0.013257709232098637,-0.0009377789215866024,-0.0005755224733542887,0.0008737647567958892,0.0025869235843069775
2016-06-17,0.19577443134272354,0.1819224686677216,0.1815062683961946,0.18384695568728932,0.18733362361269348
2016-06-24,0.12521214901602606,0.017190382764506296,-0.0480244247584208,-0.06861970702774474,-0.07288703907745878
2016-07-01,0.0774600491318016,0.03843316632156003,0.010022500962015887,-0.002844205066259869,-0.015485896446927641
2016-07-08,-0.023259833153643578,-0.04763913837107896,-0.0409064730992451,-0.04073186943147922,-0.04067094360756717
2016-07-15,0.003761028895059717,0.006549818904352748,0.002403184048162971,0.0050298756372154935,0.008449886079099824
2016-07-22,-0.0249637291677679,-0.003302879155806971,0.017281826905535203,0.031887739788723106,0.04628375676969948
2016-07-29,-0.04874107718401175,-0.03645031173396167,-0.03643133752738147,-0.04027919851983221,-0.04400009078436107
2016-08-05,-0.038679513504344634,-0.057386246932916406,-0.0651698306851542,-0.07655437391643259,-0.08825966417926746
2016-08-12,0.11496440325407882,0.09229169926152554,0.056899759494741686,0.05503664888858919,0.05398332016274135
2016-08-19,-0.009620229126753574,-0.014999615971085182,-0.023309932794513103,-0.02838655840393368,-0.033483310934600226
2016-08-26,0.0632359261776879,0.02615273655415227,0.02485551058700132,0.025558462438438175,0.02626141428987502
2016-09-02,0.13690051989614216,0.09524321495453483,0.06593405028291908,0.06032761942670913,0.05472118857049915
2016-09-09,0.025048993391056186,0.037683187823626056,0.03070772484868372,0.029275879214331356,0.02784403357997899
2016-09-16,0.00879862216701396,0.0004992248727248732,0.012718733836438519,0.014982297956821223,0.017245862077203952
2016-09-23,-0.00896786034911358,0.01904117138443414,0.014890055369407643,0.01633699345431393,0.018519738995597685
